99.99987215307809	-0.10000097777186813	-7.621119403778849e-06	-8.44559360463536e-06	-0.10000194710517434	50.149495234114454	-49.999868655090175	-59.86984238629132	
99.99948860698244	-0.20000365761597083	-3.0516762889084997e-05	-3.380440547383902e-05	-0.2000057955658026	50.29798689719189	-49.999473609929964	-59.7393690175617	
99.99884935405633	-0.300007784824626	-6.875168221797016e-05	-7.612051915374343e-05	-0.3000095944766403	50.44548086149114	-49.99881384706026	-59.60857936295624	
99.99795438614669	-0.40001310470884627	-0.00012239099460595705	-0.00013543806321739704	-0.4000114275018114	50.59198292035834	-49.997888341711366	-59.477472888202584	
99.99680369460397	-0.5000193625956163	-0.00019150018882938889	-0.00021180121556027678	-0.5000094120396049	50.73749878966248	-49.996696061728954	-59.34604905558775	
99.99539727028206	-0.6000263038251725	-0.00027614513134111707	-0.000305254207639332	-0.600001698411295	50.88203410919679	-49.99523596749909	-59.21430732393474	
99.99373510353817	-0.7000336737482855	-0.00037639207239710613	-0.0004158413286577029	-0.6999864690731675	51.02559444404689	-49.99350701187232	-59.08224714857896	
99.99181718423273	-0.8000412177235443	-0.0004923076521964858	-0.0005436069296971889	-0.7999619378509665	51.16818528592674	-49.99150814008667	-58.94986798134435	
99.98964350172923	-0.9000486811146433	-0.0006239589070375364	-0.0006885954278004781	-0.899926349196006	51.30981205448318	-49.98923828968976	-58.817169270519365	
99.98721404489415	-1.0000558092876708	-0.000771413275492049	-0.0008508513100050853	-0.99987797746222	51.45048009857009	-49.98669639045977	-58.6841504608327	
99.98452880209679	-1.100062347608399	-0.000934738604600466	-0.0010304191373308883	-1.0998151262034535	51.59019469749294	-49.98388136432546	-58.550810993428755	
99.98158776120916	-1.200068041439577	-0.0011140031560901683	-0.0012273435487230918	-1.199736127490323	51.728961062224634	-49.980792125285085	-58.41715030584294	
99.97839090960584	-1.3000726361382244	-0.0013092756126192441	-0.0014416692649523966	-1.2996393412460017	51.86678433659337	-49.97742757932424	-58.28316783197667	
99.97493823416382	-1.4000758770529267	-0.0015206250840480422	-0.0016734410924740943	-1.399523154600306	52.003669598443366	-49.97378662433264	-58.14886300207219	
99.97122972126238	-1.500077509521132	-0.0017481211137407864	-0.0019227039272477603	-1.4993859812614887	52.139621860769196	-49.96986815001972	-58.01423524268713	
99.96726535678292	-1.6000772788664497	-0.0019918336848994992	-0.0021895027585191688	-1.5992262609051624	52.274646072824424	-49.96567103782922	-57.87928397666881	
99.96304512610881	-1.7000749303959488	-0.0022518332269324624	-0.002473882672566001	-1.6990424585797985	52.40874712120528	-49.96119416085249	-57.74400862312833	
99.95856901412522	-1.8000702093974594	-0.002528190621859419	-0.0027758888564088807	-1.7988330641282704	52.54192983091003	-49.956436383740765	-57.60840859741442	
99.95383700521897	-1.9000628611368733	-0.0028209772107557064	-0.0030955666014892197	-1.8985965916249268	52.674198966374746	-49.95139656261613	-57.47248331108698	
99.94884908327835	-2.000052630855446	-0.0031302648002374867	-0.0034329613073153203	-1.9983315788277005	52.805559232486075	-49.946073544981374	-57.336232171890494	
99.94360523169293	-2.1000392637670995	-0.003456125668990234	-0.003788118485078134	-2.0980365866447777	52.936015275571634	-49.940466169628564	-57.19965458372703	
99.9381054333534	-2.2000225050557263	-0.0037986325743426196	-0.004161083761238046	-2.197710198615366	53.06557168436864	-49.9345732665464	-57.06274994662915	
99.93234967065139	-2.300002099872493	-0.004157858758887934	-0.0045519028810840105	-2.2973510204041236	53.19423299097134	-49.928393656826316	-56.925517656732424	
99.92633792547927	-2.3999777933331448	-0.004533877957155162	-0.004960621712266324	-2.3969576793088168	53.322003671757805	-49.921926152567245	-56.78795710624781	
99.92007017922995	-2.4999493305153093	-0.004926764402331838	-0.005387286248304301	-2.496528823780802	53.44888814829669	-49.91516955677913	-56.650067683433655	
99.91354641279668	-2.599916456455802	-0.005336592833040789	-0.005831942612070068	-2.5960631229579305	53.57489078823437	-49.90812266328507	-56.51184877256752	
99.90676660657284	-2.6998789161479304	-0.005763438500172884	-0.0062946370592496656	-2.695559266209496	53.70001590616307	-49.90078425662216	-56.37329975391768	
99.89973074045179	-2.7998364545387995	-0.006207377173777885	-0.0067754159817826265	-2.795015962692856	53.82426776447042	-49.89315311194087	-56.23442000371441	
99.89243879382654	-2.8997888165266166	-0.006668485150015535	-0.007274325911281151	-2.89443194092137	53.947650574170986	-49.88522799490311	-56.095208894120965	
99.88489074558967	-2.999735746957994	-0.007146839258168962	-0.00779141352242998	-2.993805948343317	54.07016849572012	-49.877007661578844	-55.95566579320427	
99.877086574133	-3.099676990625255	-0.007642516867722555	-0.008326725636368045	-3.093136750931448	54.19182563981073	-49.868490858341225	-55.81579006490536	
99.8690262573474	-3.199612292263736	-0.008155595895506393	-0.008880309224052934	-3.1924231327828716	54.31262606815329	-49.859676321760325	-55.675581069009546	
99.86070977262257	-3.2995413965490905	-0.008686154812909396	-0.009452211409609196	-3.291663895728948	54.43257379423957	-49.850562778495295	-55.5350381611163	
99.85213709684679	-3.39946404809459	-0.009234272653163301	-0.010042479473661482	-3.3908578589549028	54.551672784090485	-49.841148945185054	-55.3941606926088	
99.84330820640666	-3.4993799914484276	-0.009800029018699639	-0.010651160856653486	-3.4900038586288673	54.66992695698845	-49.83143352833741	-55.25294801062327	
99.8342230771869	-3.5992889710910156	-0.010383504088581859	-0.011278303162153636	-3.5891007475400727	54.78734018619466	-49.821415224216615	-55.11139945801798	
99.82488168457006	-3.6991907314322887	-0.010984778626014768	-0.011923954160148466	-3.688147394745924	54.90391629965167	-49.811092718729284	-54.96951437334194	
