94.98232233047034	98.98232233047034	0.00018395562412156164	0.00019170256564112262	
89.92785346486149	97.9263040735568	0.0007431912036625788	0.000783448967941115	
84.83511964302132	96.82861745412625	0.0016925726037752846	0.0018104664984038498	
79.70262142049282	95.68554472973194	0.0030471335483298594	0.0033121538919848414	
74.52885146117012	94.49292381910517	0.004821860860879301	0.005332664170440033	
69.31231969669945	93.24608609983277	0.007031393845774312	0.007921569642586042	
64.05158829172383	91.93978560395664	0.009689609670127632	0.011134615783348087	
58.745319604150176	90.56811903799277	0.012809058116704115	0.015034567645295918	
53.39234127788914	89.12443646969307	0.016400198491233187	0.01969214655225914	
47.99173377489519	87.60124328887001	0.020470378689551982	0.025187044459877128	
42.54294704004834	85.99009535766656	0.025022481799609423	0.0316089861883795	
37.0459545324241	84.28149139383943	0.030053150369786095	0.03905878247029816	
31.501454366021413	82.46476995570973	0.03555048554588519	0.04764927516020598	
25.911128380209746	80.52802339294132	0.04149111351931177	0.05750601509030075	
20.277969835622734	78.45804830707496	0.04783652566102051	0.06876742845709351	
14.606687769156053	76.24036180996028	0.054528648526478554	0.08158411813682376	
8.904188739252632	73.85932502780042	0.061484710686987146	0.09611681982752698	
3.1801218342350923	71.29842844668073	0.06859167593393628	0.11253241591332025	
-2.5525528577093244	68.54080395456761	0.0757008331015028	0.130997360263116	
-8.277050607964549	65.5700281117103	0.08262356808758757	0.1516679835159621	
-13.972430135837705	62.371258216873855	0.08912981733113885	0.17467756055400685	
-19.61361647673285	58.93268321935972	0.09495101784402905	0.2001208352537484	
-25.17196868313476	55.247168278258485	0.09978920791639559	0.22803787460326297	
-30.6165331204704	51.313839526178356	0.10333297162520413	0.25840034091894376	
-35.915980032805095	47.13924449035871	0.10527910553619574	0.2911038893268677	
-41.041001003591184	42.73771118808723	0.1053567205211036	0.32596973406647894	
-45.966731860645965	38.130674380217954	0.10334900135680829	0.3627562958012939	
-50.67468084577345	33.34501856922806	0.0991080072477968	0.4011789585976962	
-55.1537591178832	28.410782957440418	0.0925598522943938	0.4409336779238522	
-59.40028488809524	23.358735102060894	0.08370043307145476	0.4817195732870525	
-63.4171238386078	18.21827960269571	0.07258421399349989	0.5232567826361939	
-67.21230550674821	13.015979617910553	0.059309575792293935	0.5652978985605847	
-70.79747688694283	7.774749015792651	0.044003899603918345	0.6076332021490087	
-74.1864662154764	2.513613998718191	0.02681049859753431	0.6500910518495413	
-77.39410610707839	-2.7521260932336276	0.007878363572014106	0.6925351249854035	
-80.43536001626936	-8.010507926489517	-0.012645168457545018	0.7348600196055539	
-83.32472981316926	-13.252415556539166	-0.03461919584665095	0.7769863157594311	
-86.0758920691786	-18.47108148956756	-0.057912038940075836	0.8188557797415437	
-88.7015045246024	-23.66162664364217	-0.08240258544039802	0.8604270682666294	
-91.21313056104061	-28.820661361978825	-0.10798066215463376	0.9016720704150558	
-93.62124035940175	-33.945952891221324	-0.13454679136172423	0.9425728960942089	
-95.93525843336285	-39.03615566603287	-0.16201158846426514	0.9831194539293396	
-98.16363652699289	-44.090596648679956	-0.19029497544405194	1.0233075351085343	
-100.31393798969115	-49.10910678677321	-0.2193253233584423	1.063137315458001	
-102.39292487036316	-54.09188998684055	-0.24903859381070284	1.1026121947630192	
-104.40664250291798	-59.03942201329333	-0.2793775199551359	1.1417379035097814	
-106.36049869857115	-63.95237294120274	-0.31029084835585186	1.180521819257869	
-108.25933616504012	-68.83154797840074	-0.34173265083351223	1.2189724460453897	
-110.10749770492602	-73.67784252309572	-0.37366170801202914	1.257099019894265	
-111.90888429787373	-78.49220820513573	-0.40604096198478623	1.2949112114781571	
-113.66700647738267	-83.27562737579306	-0.43883703323466833	1.3324189034528133	
-115.38502956402294	-88.02909408145383	-0.4720197959106389	1.3696320250416085	
-117.06581337234066	-92.75360000455326	-0.5055620052902746	1.4065604304521642	
